Month,AustralianPort,ForeignPort,Country,Passengers_In,Freight_In_(tonnes),Mail_In_(tonnes),Passengers_Out,Freight_Out_(tonnes),Mail_Out_(tonnes),Passengers_Total,Freight_Total_(tonnes),Mail_Total_(tonnes),Year,Month_num
Feb-87,Brisbane,Papeete,Tahiti,0,0,0,12,0,0,12,0,0,1987,2
Feb-87,Brisbane,Port Moresby,Papua New Guinea,1216,13.126,0.758,1695,66.278,2.957,2911,79.404,3.715,1987,2
Feb-87,Brisbane,Rome,Italy,73,0,0,40,0,0,113,0,0,1987,2
Feb-87,Brisbane,San Francisco,USA,185,0,0,217,0,1.756,402,0,1.756,1987,2
Feb-87,Brisbane,Singapore,Singapore,3094,92.792,0,2296,246.241,0.611,5390,339.033,0.611,1987,2
Feb-87,Brisbane,Suva,Fiji,20,0.133,0,51,0.294,0,71,0.427,0,1987,2
Feb-87,Brisbane,Tokyo,Japan,1374,10.439,0,654,46.425,2.671,2028,56.864,2.671,1987,2
Feb-87,Brisbane,Vancouver,Canada,106,0.308,0,113,0.041,0.523,219,0.349,0.523,1987,2
Feb-87,Brisbane,Wellington,New Zealand,1230,11.732,0.131,1134,37.97,0.777,2364,49.702,0.908,1987,2
Feb-87,Cairns,Hong Kong,Hong Kong,0,0,0,11,0,0,11,0,0,1987,2
Feb-87,Cairns,Honolulu,USA,434,0.007,0,426,2.367,0,860,2.374,0,1987,2
Feb-87,Cairns,Los Angeles,USA,714,0.096,0,481,0,0,1195,0.096,0,1987,2
Feb-87,Cairns,Port Moresby,Papua New Guinea,765,1.919,0,1193,45.131,0,1958,47.05,0,1987,2
Feb-87,Cairns,San Francisco,USA,412,0,0,426,0,0,838,0,0,1987,2
Feb-87,Cairns,Tokyo,Japan,356,0.032,0,257,7.418,0,613,7.45,0,1987,2
Feb-87,Cairns,Vancouver,Canada,131,0.32,0,134,0.019,0,265,0.339,0,1987,2
Feb-87,Darwin,Athens,Greece,41,0,0,0,0,0,41,0,0,1987,2
Feb-87,Darwin,Bahrain,Bahrain,1,0,0,3,0,0,4,0,0,1987,2
Feb-87,Darwin,Bandar Seri Begawan,Brunei,228,0.054,0,242,10.177,0,470,10.231,0,1987,2
Feb-87,Darwin,Bangkok,Thailand,0,0,0,24,0.26,0,24,0.26,0,1987,2
Feb-87,Darwin,Belgrade,Yugoslavia,6,0,0,6,0,0,12,0,0,1987,2
Feb-87,Darwin,Denpasar,Indonesia,635,8.215,0,431,0.008,0,1066,8.223,0,1987,2
Feb-87,Darwin,Frankfurt,Germany,0,0,0,15,0.173,0,15,0.173,0,1987,2
Feb-87,Darwin,Jakarta,Indonesia,0,0.713,0,30,0.034,0,30,0.747,0,1987,2
Feb-87,Darwin,Kupang,Indonesia,129,0.075,0,118,0,0,247,0.075,0,1987,2
Feb-87,Darwin,London,UK,108,0.166,0,84,0.026,0.142,192,0.192,0.142,1987,2
Feb-87,Darwin,Manchester,UK,8,0,0,8,0,0,16,0,0,1987,2
Feb-87,Darwin,Rome,Italy,32,0,0,9,0,0,41,0,0,1987,2
Feb-87,Darwin,Singapore,Singapore,596,4.167,0,439,6.107,0.095,1035,10.274,0.095,1987,2
Feb-87,Hobart,Auckland,New Zealand,403,0.771,0.025,285,13.406,0,688,14.177,0.025,1987,2
Feb-87,Hobart,Christchurch,New Zealand,534,17.268,0,447,0.374,0,981,17.642,0,1987,2
Feb-87,Melbourne,Abu Dhabi,United Arab Emirates,15,0,0,14,46.8,0,29,46.8,0,1987,2
Feb-87,Melbourne,Amsterdam,Netherlands,768,10.707,0.002,676,8.494,0.83,1444,19.201,0.832,1987,2
Feb-87,Melbourne,Athens,Greece,1677,7.136,0.516,1065,6.782,1.492,2742,13.918,2.008,1987,2
Feb-87,Melbourne,Auckland,New Zealand,7754,447.098,1.078,7430,513.571,7.284,15184,960.669,8.362,1987,2
Feb-87,Melbourne,Bahrain,Bahrain,58,0.008,0.005,22,56.572,1.42,80,56.58,1.425,1987,2
Feb-87,Melbourne,Bangkok,Thailand,2582,98.246,0.194,1820,214.634,0.135,4402,312.88,0.329,1987,2
Feb-87,Melbourne,Beijing,China,199,10.852,0,137,2.425,0,336,13.277,0,1987,2
Feb-87,Melbourne,Belgrade,Yugoslavia,1142,29.134,0,798,1.592,0.14,1940,30.726,0.14,1987,2
Feb-87,Melbourne,Bombay,India,249,12.285,0,125,1.352,0.363,374,13.637,0.363,1987,2
Feb-87,Melbourne,Christchurch,New Zealand,4605,156.9,0.578,4374,120.458,2.241,8979,277.358,2.819,1987,2
Feb-87,Melbourne,Colombo,Sri Lanka,162,1.002,0,84,0.234,0,246,1.236,0,1987,2
Feb-87,Melbourne,Denpasar,Indonesia,3258,3.533,0,2027,0.101,0.143,5285,3.634,0.143,1987,2
Feb-87,Melbourne,Dubai,United Arab Emirates,38,0,0,12,288.347,0,50,288.347,0,1987,2
Feb-87,Melbourne,Frankfurt,Germany,1746,296.737,4.059,1140,148.201,11.747,2886,444.938,15.806,1987,2
Feb-87,Melbourne,Hong Kong,Hong Kong,6255,211.257,0,4986,594.057,6.292,11241,805.314,6.292,1987,2
Feb-87,Melbourne,Honolulu,USA,1926,45.766,0,1622,93.31,0.175,3548,139.076,0.175,1987,2
Feb-87,Melbourne,Jakarta,Indonesia,182,54.092,0.11,901,100.683,0.306,1083,154.775,0.416,1987,2
Feb-87,Melbourne,Kuala Lumpur,Malaysia,2837,91.839,2.435,1983,242.877,0.49,4820,334.716,2.925,1987,2
Feb-87,Melbourne,London,UK,3455,140.964,1.026,2538,154.53,19.871,5993,295.494,20.897,1987,2
Feb-87,Melbourne,Los Angeles,USA,2187,283.201,0,1957,228.694,0,4144,511.895,0,1987,2
Feb-87,Melbourne,Manchester,UK,201,0.159,0.46,227,0.139,0,428,0.298,0.46,1987,2
Feb-87,Melbourne,Manila,Philippines,1833,48.16,0,1115,80.094,0.173,2948,128.254,0.173,1987,2
Feb-87,Melbourne,Muscat,Oman,50,0,0,19,40,0,69,40,0,1987,2
Feb-87,Melbourne,Nadi,Fiji,1037,7.69,0.23,925,61.985,0.992,1962,69.675,1.222,1987,2
Feb-87,Melbourne,Nauru,Nauru,131,0.226,0,89,16.067,0,220,16.293,0,1987,2
Feb-87,Melbourne,New York,USA,91,4.618,0,110,0.693,0,201,5.311,0,1987,2
Feb-87,Melbourne,Noumea,New Caledonia,166,0.016,0.021,156,7.851,0.042,322,7.867,0.063,1987,2
Feb-87,Melbourne,Papeete,Tahiti,398,0.214,0,245,80.305,0,643,80.519,0,1987,2
Feb-87,Melbourne,Rome,Italy,1999,61.383,0.679,1071,22.157,1.479,3070,83.54,2.158,1987,2
Feb-87,Melbourne,San Francisco,USA,782,37.082,0,667,140.396,20.928,1449,177.478,20.928,1987,2
Feb-87,Melbourne,Singapore,Singapore,9780,351.72,1.417,6134,719.507,2.99,15914,1071.227,4.407,1987,2
Feb-87,Melbourne,Tokyo,Japan,1240,66.244,6.957,284,20.648,2.952,1524,86.892,9.909,1987,2
Feb-87,Melbourne,Vancouver,Canada,93,8.53,0,93,0,1.732,186,8.53,1.732,1987,2
Feb-87,Melbourne,Wellington,New Zealand,1701,58.759,0.33,1633,111.023,1.402,3334,169.782,1.732,1987,2
Feb-87,Norfolk Island,Auckland,New Zealand,833,8.912,0,803,0.247,0,1636,9.159,0,1987,2
Feb-87,Perth,Abu Dhabi,United Arab Emirates,9,0.2,0,0,0,0,9,0.2,0,1987,2
Feb-87,Perth,Amsterdam,Netherlands,33,0,0,0,0,0,33,0,0,1987,2
Feb-87,Perth,Athens,Greece,39,0,0,28,0,0,67,0,0,1987,2
Feb-87,Perth,Auckland,New Zealand,3065,63.447,0,3445,67.638,0.238,6510,131.085,0.238,1987,2
Feb-87,Perth,Bahrain,Bahrain,12,0,0,35,14.145,0.073,47,14.145,0.073,1987,2
Feb-87,Perth,Bangkok,Thailand,896,4.382,0,794,16.259,0,1690,20.641,0,1987,2
Feb-87,Perth,Belgrade,Yugoslavia,112,0,0,26,0.13,0,138,0.13,0,1987,2
Feb-87,Perth,Bombay,India,101,0,0,90,5.1,0,191,5.1,0,1987,2
Feb-87,Perth,Christchurch,New Zealand,0,0.516,0,359,2.8,0,359,3.316,0,1987,2
Feb-87,Perth,Denpasar,Indonesia,2457,7.334,0,2733,19.031,0.045,5190,26.365,0.045,1987,2
Feb-87,Perth,Dubai,United Arab Emirates,31,0,0,39,2.4,0,70,2.4,0,1987,2
Feb-87,Perth,Frankfurt,Germany,326,0.008,0,111,0,0.222,437,0.008,0.222,1987,2
Feb-87,Perth,Harare,Zimbabwe,488,8.53,0.006,319,6.986,0.218,807,15.516,0.224,1987,2
Feb-87,Perth,Hong Kong,Hong Kong,2721,22.605,0,2211,149.015,0.022,4932,171.62,0.022,1987,2
Feb-87,Perth,Honolulu,USA,61,0,0,97,0,0.002,158,0,0.002,1987,2
Feb-87,Perth,Jakarta,Indonesia,498,14.134,0,473,32.006,0,971,46.14,0,1987,2
Feb-87,Perth,Johannesburg,South Africa,209,3.091,0,336,10.85,0,545,13.941,0,1987,2
Feb-87,Perth,Kuala Lumpur,Malaysia,2887,64.34,1.194,2452,146.187,0.182,5339,210.527,1.376,1987,2
Feb-87,Perth,London,UK,2722,19.137,0.284,2599,31.462,7.526,5321,50.599,7.81,1987,2
Feb-87,Perth,Los Angeles,USA,175,0,0,198,0,0,373,0,0,1987,2
Feb-87,Perth,Manchester,UK,140,0,0,114,0.09,0,254,0.09,0,1987,2
Feb-87,Perth,Mauritius,Mauritius,60,0.597,0,67,0,0,127,0.597,0,1987,2
Feb-87,Perth,Muscat,Oman,18,1.1,0,7,1.6,0,25,2.7,0,1987,2
Feb-87,Perth,Nadi,Fiji,5,0,0,1,0,0,6,0,0,1987,2
Feb-87,Perth,Papeete,Tahiti,0,0,0,12,0,0,12,0,0,1987,2
Feb-87,Perth,Rome,Italy,206,0.31,0,203,0.014,0,409,0.324,0,1987,2
Feb-87,Perth,San Francisco,USA,135,0,0,331,0,6.38,466,0,6.38,1987,2
Feb-87,Perth,Singapore,Singapore,7728,162.136,1.377,7512,720.276,1.516,15240,882.412,2.893,1987,2
Feb-87,Perth,Tokyo,Japan,791,4.988,0,488,34.393,0.521,1279,39.381,0.521,1987,2
Feb-87,Port Hedland,Denpasar,Indonesia,113,0.066,0,123,0,0,236,0.066,0,1987,2
Feb-87,Port Hedland,Jakarta,Indonesia,0,0,0,2,0,0,2,0,0,1987,2
Feb-87,Sydney,Abu Dhabi,United Arab Emirates,110,0.1,0,40,89.6,0,150,89.7,0,1987,2
Feb-87,Sydney,Amsterdam,Netherlands,724,17.9,0.01,631,3.927,0.744,1355,21.827,0.754,1987,2
Feb-87,Sydney,Apia,Western Samoa,208,2.146,0,134,1.768,0,342,3.914,0,1987,2
Feb-87,Sydney,Athens,Greece,1918,16.507,0.748,1143,8.719,1.463,3061,25.226,2.211,1987,2
Feb-87,Sydney,Auckland,New Zealand,27886,1184.947,5.987,28784,1215.337,31.071,56670,2400.284,37.058,1987,2
Feb-87,Sydney,Bahrain,Bahrain,254,0.31,0.36,110,69.344,1.119,364,69.654,1.479,1987,2
Feb-87,Sydney,Bangkok,Thailand,3769,123.045,0.737,2941,133.065,0.532,6710,256.11,1.269,1987,2
Feb-87,Sydney,Beijing,China,517,16.582,0.003,475,6.537,0.143,992,23.119,0.146,1987,2
Feb-87,Sydney,Belgrade,Yugoslavia,1433,47.115,0.797,874,2.768,0.152,2307,49.883,0.949,1987,2
Feb-87,Sydney,Bombay,India,1582,47.823,0,988,32.458,1.019,2570,80.281,1.019,1987,2
Feb-87,Sydney,Christchurch,New Zealand,9689,411.715,1.697,9150,139.953,2.861,18839,551.668,4.558,1987,2
Feb-87,Sydney,Colombo,Sri Lanka,107,0.165,0,79,2.837,0,186,3.002,0,1987,2
Feb-87,Sydney,Denpasar,Indonesia,3245,55.737,0,2689,0.712,0.207,5934,56.449,0.207,1987,2
Feb-87,Sydney,Dubai,United Arab Emirates,129,0.203,0,61,133.069,0,190,133.272,0,1987,2
Feb-87,Sydney,Frankfurt,Germany,2263,158.432,4.36,1658,118.52,9.932,3921,276.952,14.292,1987,2
Feb-87,Sydney,Harare,Zimbabwe,723,11.165,0.123,569,4.771,0.661,1292,15.936,0.784,1987,2
Feb-87,Sydney,Hong Kong,Hong Kong,10731,285.387,0.084,9573,663.618,7.513,20304,949.005,7.597,1987,2
Feb-87,Sydney,Honolulu,USA,6525,81.833,0,6782,297.824,0.798,13307,379.657,0.798,1987,2
Feb-87,Sydney,Jakarta,Indonesia,2466,79.089,0.521,2008,214.621,0.454,4474,293.71,0.975,1987,2
Feb-87,Sydney,Johannesburg,South Africa,621,22.992,0,555,17.565,0,1176,40.557,0,1987,2
Feb-87,Sydney,Kuala Lumpur,Malaysia,2901,83.786,2.559,2265,193.323,1.134,5166,277.109,3.693,1987,2
Feb-87,Sydney,London,UK,5986,378.793,1.974,4661,143.547,28.686,10647,522.34,30.66,1987,2
Feb-87,Sydney,Los Angeles,USA,7000,673.271,0,7797,398.809,0,14797,1072.08,0,1987,2
Feb-87,Sydney,Manchester,UK,303,0.529,0.56,335,0.03,0.221,638,0.559,0.781,1987,2
Feb-87,Sydney,Manila,Philippines,3507,64.451,0.27,2170,105.188,0.766,5677,169.639,1.036,1987,2
Feb-87,Sydney,Mauritius,Mauritius,98,5.497,0,82,1.123,0,180,6.62,0,1987,2
Feb-87,Sydney,Muscat,Oman,60,0.7,0,28,25.2,0,88,25.9,0,1987,2
Feb-87,Sydney,Nadi,Fiji,4744,59.303,0,4748,210.099,0,9492,269.402,0,1987,2
Feb-87,Sydney,Nauru,Nauru,55,0.032,0,35,0.9,0,90,0.932,0,1987,2
Feb-87,Sydney,New York,USA,325,39.75,0,237,1.157,0,562,40.907,0,1987,2
Feb-87,Sydney,Noumea,New Caledonia,1602,10.12,0.182,2761,98.076,0.89,4363,108.196,1.072,1987,2
Feb-87,Sydney,Papeete,Tahiti,1652,8.484,0.197,1441,83.524,0.999,3093,92.008,1.196,1987,2
Feb-87,Sydney,Paris,France,240,3.701,0,262,59.684,0,502,63.385,0,1987,2
Feb-87,Sydney,Port Moresby,Papua New Guinea,1628,32.555,4.123,2155,101.743,18.604,3783,134.298,22.727,1987,2
Feb-87,Sydney,Rarotonga,Cook Islands,111,6.77,0,141,1.122,0,252,7.892,0,1987,2
Feb-87,Sydney,Rome,Italy,1842,71.696,1.597,1023,25.923,1.907,2865,97.619,3.504,1987,2
Feb-87,Sydney,San Francisco,USA,3690,126.636,0,3194,204.886,33.55,6884,331.522,33.55,1987,2
Feb-87,Sydney,Singapore,Singapore,14740,503.676,3.806,10572,976.543,4.536,25312,1480.219,8.342,1987,2
Feb-87,Sydney,Tokyo,Japan,10826,422.426,15.344,10289,878.382,9.569,21115,1300.808,24.913,1987,2
Feb-87,Sydney,Toronto,Canada,483,26.736,0,388,30.48,0,871,57.216,0,1987,2
Feb-87,Sydney,Vancouver,Canada,762,27.63,0,654,20.52,1.729,1416,48.15,1.729,1987,2
Feb-87,Sydney,Wellington,New Zealand,4424,164.56,1.695,4805,200.63,5.805,9229,365.19,7.5,1987,2
Feb-87,Townsville,Athens,Greece,1,0,0,0,0,0,1,0,0,1987,2
Feb-87,Townsville,Auckland,New Zealand,347,5.697,0,361,2.138,0,708,7.835,0,1987,2
Feb-87,Townsville,Bahrain,Bahrain,1,0,0,0,0,0,1,0,0,1987,2
Feb-87,Townsville,Bangkok,Thailand,0,0,0,17,0,0,17,0,0,1987,2
Feb-87,Townsville,Belgrade,Yugoslavia,6,0,0,0,0,0,6,0,0,1987,2
Feb-87,Townsville,Frankfurt,Germany,0,0,0,28,0,0,28,0,0,1987,2
Feb-87,Townsville,London,UK,60,0,0,85,0.022,0,145,0.022,0,1987,2
Feb-87,Townsville,Manchester,UK,8,0,0,6,0,0,14,0,0,1987,2
Feb-87,Townsville,Rome,Italy,20,0,0,27,0,0,47,0,0,1987,2
Feb-87,Townsville,Singapore,Singapore,380,0.323,0,314,1.581,0,694,1.904,0,1987,2
Mar-87,Adelaide,Amsterdam,Netherlands,27,0,0,0,0,0,27,0,0,1987,3
Mar-87,Adelaide,Athens,Greece,13,0,0,83,0.012,0,96,0.012,0,1987,3
Mar-87,Adelaide,Auckland,New Zealand,1115,38.494,0.195,908,59.868,1.343,2023,98.362,1.538,1987,3
Mar-87,Adelaide,Bahrain,Bahrain,3,0,0,9,0,0.017,12,0,0.017,1987,3
Mar-87,Adelaide,Bangkok,Thailand,71,0.1,0,69,5.426,0,140,5.526,0,1987,3
Mar-87,Adelaide,Belgrade,Yugoslavia,0,0,0,19,0,0,19,0,0,1987,3
Mar-87,Adelaide,Frankfurt,Germany,116,0,0,119,0,0,235,0,0,1987,3
Mar-87,Adelaide,Honolulu,USA,25,0,0,36,0,0,61,0,0,1987,3
Mar-87,Adelaide,London,UK,1272,2.92,0,1949,43.968,4.463,3221,46.888,4.463,1987,3
Mar-87,Adelaide,Los Angeles,USA,29,0,0,0,0,0,29,0,0,1987,3
Mar-87,Adelaide,Manchester,UK,135,0,0,118,0,0,253,0,0,1987,3
Mar-87,Adelaide,Muscat,Oman,3,0,0,5,0.4,0,8,0.4,0,1987,3
Mar-87,Adelaide,Rome,Italy,40,0,0,124,0.038,0,164,0.038,0,1987,3
Mar-87,Adelaide,San Francisco,USA,27,0,0,52,0,0.619,79,0,0.619,1987,3
Mar-87,Adelaide,Singapore,Singapore,2874,109.62,0,3548,431.238,0.297,6422,540.858,0.297,1987,3
Mar-87,Adelaide,Tokyo,Japan,0,0.87,0,13,0,0.132,13,0.87,0.132,1987,3
Mar-87,Brisbane,Abu Dhabi,United Arab Emirates,2,0,0,9,0,0,11,0,0,1987,3
Mar-87,Brisbane,Amsterdam,Netherlands,38,0,0,62,0.14,0,100,0.14,0,1987,3
Mar-87,Brisbane,Athens,Greece,37,0,0,86,0,0,123,0,0,1987,3
Mar-87,Brisbane,Auckland,New Zealand,6309,148.431,3.222,7190,153.369,7.573,13499,301.8,10.795,1987,3
Mar-87,Brisbane,Bahrain,Bahrain,13,0,0,10,0.006,0,23,0.006,0,1987,3
Mar-87,Brisbane,Bangkok,Thailand,422,1.381,0,378,11.191,0,800,12.572,0,1987,3
Mar-87,Brisbane,Beijing,China,0,0,0,45,0,0,45,0,0,1987,3
Mar-87,Brisbane,Belgrade,Yugoslavia,4,0,0,0,0,0,4,0,0,1987,3
Mar-87,Brisbane,Bombay,India,25,0.1,0,28,0,0,53,0.1,0,1987,3
Mar-87,Brisbane,Christchurch,New Zealand,3048,175.106,0.289,2441,37.15,0,5489,212.256,0.289,1987,3
Mar-87,Brisbane,Denpasar,Indonesia,0,0,0,2,0,0,2,0,0,1987,3
Mar-87,Brisbane,Frankfurt,Germany,144,0,0,169,4.12,0,313,4.12,0,1987,3
Mar-87,Brisbane,Hong Kong,Hong Kong,1576,14.451,0,1780,89.291,1.395,3356,103.742,1.395,1987,3
Mar-87,Brisbane,Honiara,Solomon Islands,509,2.179,0,593,14.324,0,1102,16.503,0,1987,3
Mar-87,Brisbane,Honolulu,USA,157,1.299,0,241,6.147,0,398,7.446,0,1987,3
Mar-87,Brisbane,London,UK,1462,11.447,0.041,1920,11.273,5.384,3382,22.72,5.425,1987,3
Mar-87,Brisbane,Los Angeles,USA,255,0.137,0,341,0,0,596,0.137,0,1987,3
Mar-87,Brisbane,Manchester,UK,170,0,0,73,0.072,0,243,0.072,0,1987,3
Mar-87,Brisbane,Manila,Philippines,828,3.567,0,587,7.084,0.067,1415,10.651,0.067,1987,3
Mar-87,Brisbane,Nadi,Fiji,700,0.678,0,639,8.154,0,1339,8.832,0,1987,3
Mar-87,Brisbane,Noumea,New Caledonia,235,0.42,0,342,0.792,0,577,1.212,0,1987,3
Mar-87,Brisbane,Papeete,Tahiti,0,0,0,12,0,0,12,0,0,1987,3
Mar-87,Brisbane,Port Moresby,Papua New Guinea,995,10.912,0.673,1364,74.389,2.855,2359,85.301,3.528,1987,3
Mar-87,Brisbane,Port Vila,Vanuatu,102,0.48,0.082,136,0,0,238,0.48,0.082,1987,3
Mar-87,Brisbane,Rome,Italy,41,0.747,0,64,0,0,105,0.747,0,1987,3
Mar-87,Brisbane,San Francisco,USA,122,2.31,0,210,0,1.579,332,2.31,1.579,1987,3
Mar-87,Brisbane,Singapore,Singapore,3156,132.268,0,3427,328.04,0.644,6583,460.308,0.644,1987,3
Mar-87,Brisbane,Suva,Fiji,18,0.422,0,54,0.959,0,72,1.381,0,1987,3
Mar-87,Brisbane,Tokyo,Japan,1903,10.697,0,1391,39.416,2.953,3294,50.113,2.953,1987,3
Mar-87,Brisbane,Vancouver,Canada,80,0.317,0,171,0.047,0.533,251,0.364,0.533,1987,3
Mar-87,Brisbane,Wellington,New Zealand,1285,20.928,0.142,1092,24.558,1.092,2377,45.486,1.234,1987,3
Mar-87,Cairns,Athens,Greece,2,0,0,0,0,0,2,0,0,1987,3
Mar-87,Cairns,Hong Kong,Hong Kong,0,0,0,8,0,0,8,0,0,1987,3
Mar-87,Cairns,Honolulu,USA,341,0.01,0,363,3.778,0,704,3.788,0,1987,3
Mar-87,Cairns,London,UK,10,0,0,0,0,0,10,0,0,1987,3
Mar-87,Cairns,Los Angeles,USA,551,0.066,0,358,0,0,909,0.066,0,1987,3
Mar-87,Cairns,Port Moresby,Papua New Guinea,898,74.968,0,766,11.161,0,1664,86.129,0,1987,3
Mar-87,Cairns,Rome,Italy,1,0,0,0,0,0,1,0,0,1987,3
Mar-87,Cairns,San Francisco,USA,329,0,0,348,0,0,677,0,0,1987,3
Mar-87,Cairns,Singapore,Singapore,57,0.073,0,1,0,0,58,0.073,0,1987,3
Mar-87,Cairns,Tokyo,Japan,281,1.361,0,429,6.001,0,710,7.362,0,1987,3
Mar-87,Cairns,Vancouver,Canada,55,0.056,0,154,0.57,0,209,0.626,0,1987,3
Mar-87,Darwin,Athens,Greece,26,0,0,1,0,0,27,0,0,1987,3
Mar-87,Darwin,Auckland,New Zealand,0,0,0,0,0,0.008,0,0,0.008,1987,3
Mar-87,Darwin,Bahrain,Bahrain,7,0,0,3,0,0,10,0,0,1987,3
Mar-87,Darwin,Bandar Seri Begawan,Brunei,200,0.36,0,204,9.483,0,404,9.843,0,1987,3
Mar-87,Darwin,Bangkok,Thailand,0,0,0,9,0,0,9,0,0,1987,3
Mar-87,Darwin,Belgrade,Yugoslavia,2,0,0,1,0,0,3,0,0,1987,3
Mar-87,Darwin,Denpasar,Indonesia,621,3.28,0,680,0.023,0,1301,3.303,0,1987,3
Mar-87,Darwin,Frankfurt,Germany,0,0,0,9,0,0,9,0,0,1987,3
Mar-87,Darwin,Jakarta,Indonesia,0,0,0,61,0.041,0,61,0.041,0,1987,3
Mar-87,Darwin,Kupang,Indonesia,114,0.032,0,152,0.316,0,266,0.348,0,1987,3
Mar-87,Darwin,London,UK,56,0.079,0,113,0.04,0.151,169,0.119,0.151,1987,3
Mar-87,Darwin,Manchester,UK,14,0,0,5,0.12,0,19,0.12,0,1987,3
Mar-87,Darwin,Rome,Italy,17,0,0,19,0.142,0,36,0.142,0,1987,3
Mar-87,Darwin,Singapore,Singapore,687,11.006,0,553,6.287,0.11,1240,17.293,0.11,1987,3
Mar-87,Hobart,Auckland,New Zealand,425,19.239,0.049,325,6.823,0,750,26.062,0.049,1987,3
Mar-87,Hobart,Christchurch,New Zealand,569,8.337,0,392,1.039,0,961,9.376,0,1987,3
Mar-87,Melbourne,Abu Dhabi,United Arab Emirates,21,0.1,0,9,53.4,0,30,53.5,0,1987,3
Mar-87,Melbourne,Amsterdam,Netherlands,466,7.091,0,942,7.394,0.772,1408,14.485,0.772,1987,3
Mar-87,Melbourne,Athens,Greece,959,21.146,0.473,1867,7.73,1.898,2826,28.876,2.371,1987,3
Mar-87,Melbourne,Auckland,New Zealand,8295,342.922,1.11,8388,560.195,8.023,16683,903.117,9.133,1987,3
Mar-87,Melbourne,Bahrain,Bahrain,50,0.306,0,40,83.901,1.355,90,84.207,1.355,1987,3
Mar-87,Melbourne,Bangkok,Thailand,2360,93.32,0.136,2452,220.221,0.164,4812,313.541,0.3,1987,3
Mar-87,Melbourne,Beijing,China,390,10.479,0,475,0.996,0,865,11.475,0,1987,3
Mar-87,Melbourne,Belgrade,Yugoslavia,965,40.634,0,1279,3.124,0.182,2244,43.758,0.182,1987,3
Mar-87,Melbourne,Bombay,India,172,17.366,0,187,0.321,0.416,359,17.687,0.416,1987,3
Mar-87,Melbourne,Christchurch,New Zealand,5030,236.386,0.804,4381,148.501,2.36,9411,384.887,3.164,1987,3
Mar-87,Melbourne,Colombo,Sri Lanka,152,0.058,0,77,0.685,0,229,0.743,0,1987,3
Mar-87,Melbourne,Denpasar,Indonesia,3234,7.115,0,2936,1.84,0.21,6170,8.955,0.21,1987,3
Mar-87,Melbourne,Dubai,United Arab Emirates,28,0,0,43,270.661,0,71,270.661,0,1987,3
Mar-87,Melbourne,Frankfurt,Germany,1149,322.006,4.222,1699,173.453,13.41,2848,495.459,17.632,1987,3
Mar-87,Melbourne,Hong Kong,Hong Kong,5112,323.88,0.002,5156,666.469,6.98,10268,990.349,6.982,1987,3
Mar-87,Melbourne,Honolulu,USA,2408,47.393,0,2662,113.149,0.258,5070,160.542,0.258,1987,3
Mar-87,Melbourne,Jakarta,Indonesia,142,64.484,0.214,1174,153.005,0.193,1316,217.489,0.407,1987,3
Mar-87,Melbourne,Kuala Lumpur,Malaysia,2537,93.075,2.525,2278,271.474,0.465,4815,364.549,2.99,1987,3
Mar-87,Melbourne,London,UK,2571,160.736,0.789,4445,122.784,22.052,7016,283.52,22.841,1987,3
Mar-87,Melbourne,Los Angeles,USA,1970,313.604,0,2317,286.286,0,4287,599.89,0,1987,3
Mar-87,Melbourne,Manchester,UK,279,0,0.954,344,0.203,0,623,0.203,0.954,1987,3
Mar-87,Melbourne,Manila,Philippines,1485,43.499,0,1388,126.874,0.185,2873,170.373,0.185,1987,3
Mar-87,Melbourne,Muscat,Oman,43,0,0,23,44.8,0,66,44.8,0,1987,3
Mar-87,Melbourne,Nadi,Fiji,1229,16.924,0.161,1645,110.743,1.023,2874,127.667,1.184,1987,3
Mar-87,Melbourne,Nauru,Nauru,85,0.432,0,97,17.04,0,182,17.472,0,1987,3
Mar-87,Melbourne,New York,USA,74,10.775,0,166,2.623,0,240,13.398,0,1987,3
Mar-87,Melbourne,Noumea,New Caledonia,99,0.022,0.02,110,19.973,0.167,209,19.995,0.187,1987,3
Mar-87,Melbourne,Papeete,Tahiti,291,0.096,0,237,107.045,0,528,107.141,0,1987,3
Mar-87,Melbourne,Port Moresby,Papua New Guinea,0,0,0,8,0,0,8,0,0,1987,3
Mar-87,Melbourne,Rome,Italy,1339,70.508,0.859,2026,21.555,2.022,3365,92.063,2.881,1987,3
Mar-87,Melbourne,San Francisco,USA,669,50.169,0,777,205.216,21.648,1446,255.385,21.648,1987,3
Mar-87,Melbourne,Singapore,Singapore,7442,410.853,1.468,8304,869.869,3.168,15746,1280.722,4.636,1987,3
Mar-87,Melbourne,Tokyo,Japan,1177,71.412,7.324,525,39.483,3.828,1702,110.895,11.152,1987,3
Mar-87,Melbourne,Vancouver,Canada,57,5.91,0,96,0.124,1.859,153,6.034,1.859,1987,3
Mar-87,Melbourne,Wellington,New Zealand,1722,77.179,0.381,1605,123.61,1.983,3327,200.789,2.364,1987,3
Mar-87,Norfolk Island,Auckland,New Zealand,882,10.625,0,858,0.874,0,1740,11.499,0,1987,3
Mar-87,Perth,Abu Dhabi,United Arab Emirates,15,0.3,0,0,0,0,15,0.3,0,1987,3
Mar-87,Perth,Amsterdam,Netherlands,21,0,0,0,0,0,21,0,0,1987,3
Mar-87,Perth,Athens,Greece,25,0,0,48,0,0,73,0,0,1987,3
